Epoch,Train/Batch Time,Train/Data Time,Train/Forward Pass Time,Train/Backward Pass Time,Train/Cross Entropy Loss,Train/Skip Loss,Train/Net Loss,Train/NFE,Train/Accuracy,Train/Residual,Test/Batch Time,Test/Data Time,Test/Cross Entropy Loss,Test/Skip Loss,Test/Net Loss,Test/NFE,Test/Accuracy,Test/Residual
1,0.2370154689025879,0.011644533920288086,0.10995109886169434,0.07900426292419434,1.6396583678436278,0.10383452503561974,1.7434928945541381,10.0,39.192,40.65392133621216,0.1280281421661377,0.000986050796508789,1.3696681848526,0.05076303749680519,1.42043122215271,10.0,49.89,18.254133771514894
2,0.11038649604797364,0.0006318852996826172,0.03154090805053711,0.03596559577941894,1.2609959632873535,0.04659975098133087,1.3075957157897948,10.0,54.864,20.11404713394165,0.047163348770141604,0.0008414035797119141,1.1450941051483154,0.039637148571014406,1.184731252861023,10.0,58.99,10.403927403259278
3,0.07210029014587402,0.0011527654266357422,0.031571117935180665,0.03591756416320801,1.0654734817695617,0.03618861253619194,1.1016620944595337,10.0,62.04,17.27475416130066,0.04700158462524414,0.0008615940093994141,1.015997597694397,0.03192244915962219,1.0479200468063354,10.0,63.2,5.134774011611938
4,0.11408209693908691,0.0004117109680175781,0.07226191680908203,0.03793183639526367,1.002362915840149,0.034684531964063646,1.0370474485206604,7.01152,64.402,208.2440074584961,0.24880448837280272,0.00040086288452148436,0.9572906529426575,0.027134557104110717,0.9844252071380615,7.0,65.8,186.34673388671874
5,0.060030480804443356,0.0006647291564941406,0.03907766883850098,0.016823976287841796,0.9173773652267456,0.023871560321450234,0.9412489253807068,7.0,67.498,172.41749235839845,0.04996316299438477,0.00044505538940429687,0.912553151512146,0.022568707609176637,0.9351218609809876,7.0,67.66,160.0137366455078
6,0.060098810958862305,0.0006567354583740234,0.039014023666381833,0.016949870986938478,0.8569911884689331,0.019603224886655807,0.876594414024353,7.0,69.556,150.38538620117188,0.050578189849853517,0.0006331489562988281,0.8593440078735352,0.01811714965701103,0.8774611589431762,7.0,69.51,141.52449724121092
7,0.060818291931152346,0.0009245790100097656,0.03917710578918457,0.0172382258605957,0.8078433125305176,0.016762344444990158,0.8246056575393677,7.0,71.52,134.59781315917968,0.050555561065673826,0.00043811378479003906,0.8228687302589417,0.01574520802795887,0.8386139397621155,7.0,71.07,127.69483039550781
8,0.06102011749267578,0.0006631429290771485,0.03861333137512207,0.018264794387817383,0.7656529787826538,0.01494474581182003,0.7805977244758606,7.0,73.158,122.15660082885742,0.05071682891845703,0.0006458305358886719,0.8011703130722045,0.014037314477562905,0.8152076254844666,7.0,71.78,115.57605329589843
9,0.06280869033813477,0.0006389962005615234,0.03810881942749023,0.020573564224243165,0.7287699538040161,0.013679029807448386,0.7424489822006226,7.0,74.426,114.08257932495117,0.0505180965423584,0.0005905101776123047,0.7764384039878846,0.01329898124039173,0.7897373840332031,7.0,72.82,110.85147274169923
10,0.0635828443145752,0.0006549160766601563,0.03787232681274414,0.02156386489868164,0.6910393524360656,0.013014712840020657,0.7040540651702881,7.0,75.706,110.84981559204101,0.0504844913482666,0.0004269458770751953,0.76142584400177,0.012720738491415978,0.7741465830802917,7.0,73.51,106.37388259277344
11,0.06456120140075683,0.0006482454681396484,0.03746914154052734,0.0229451065826416,0.6579494669723511,0.012488208903372287,0.6704376764297485,7.0,76.992,108.18424931030273,0.05044290084838867,0.0006228717803955079,0.7443132091522217,0.012228002731502057,0.7565412109375,7.0,73.92,106.58870957641602
12,0.06617613250732422,0.0006557527160644531,0.03679705589294434,0.025225248260498045,0.6249081262397767,0.012353161216676236,0.6372612884140014,7.0,78.21,105.8146961315918,0.050425517654418946,0.0005488304138183594,0.7205181283950806,0.011893652269244194,0.7324117814064026,7.0,75.12,101.29755963134765
13,0.06751837730407714,0.0006607778930664063,0.0372636930847168,0.02608601890563965,0.5970430472660064,0.012176001307964325,0.6092190481853486,7.0,79.304,105.31211904785157,0.05139432411193848,0.0006558921813964844,0.7173414924621582,0.011730262246727944,0.7290717539787293,7.0,75.03,106.11022601928711
14,0.06733259689331055,0.0006479540252685547,0.03734798583984375,0.02583398094177246,0.5683442233467102,0.01218095182687044,0.5805251740646362,7.0,80.406,108.59012856445312,0.05053656425476074,0.0004420551300048828,0.7077546301841736,0.011866249224543572,0.7196208791732788,7.0,75.5,106.22744207763672
15,0.0679387395477295,0.0006831911468505859,0.03650961311340332,0.027250171813964844,0.542099980173111,0.012210769002139568,0.5543107499790192,7.0,81.278,109.06389951782226,0.05054884643554688,0.0006470344543457031,0.6975337116241455,0.011761529852449893,0.7092952402114868,7.0,75.77,107.26511962280273
16,0.06943218544006348,0.0006633077239990234,0.03660892837524414,0.028647413330078125,0.5153698864459991,0.01221831224232912,0.5275881987667084,7.0,82.25,107.29730200195313,0.050819242477416995,0.0006980594635009765,0.7033137296676636,0.011789830893278123,0.7151035598754882,7.0,75.71,106.31106854858399
17,0.07014715660095215,0.0006635501098632813,0.03647871253967285,0.02952051773071289,0.4928389314556122,0.012414234994649886,0.5052531667137146,7.0,83.026,108.87795041259766,0.05039240341186523,0.0004667304992675781,0.6969857881546021,0.011933487540483475,0.7089192797660827,7.0,75.97,111.56327282104492
18,0.07514860221862793,0.000640965576171875,0.042441456985473636,0.02857416717529297,0.46997804047584535,0.012735264095962047,0.48271330421447756,8.6784,83.924,113.28112639648438,0.10161666717529297,0.0008725349426269532,0.6898457340240478,0.012185001108050346,0.7020307362556457,17.8304,76.28,113.02327996826172
19,0.10910009239196777,0.0006278361511230469,0.08139678672790528,0.023565084381103517,0.44860423302650454,0.01289337369054556,0.46149760716438293,20.26368,84.626,110.34404122436523,0.12507834053039552,0.0003424053192138672,0.6873842478752136,0.01242596874088049,0.6998102140426635,22.8928,76.35,106.27556998901368
20,0.12708683418273925,0.0006354454803466796,0.09960783187866211,0.023313488616943358,0.4279000945043564,0.01320450908124447,0.4411046034049988,25.90176,85.478,103.84895457275391,0.14490963134765625,0.0006057075500488281,0.6891222225189209,0.0131895936653018,0.7023118184089661,26.9696,76.49,100.738117578125
21,0.13194661979675293,0.0006239635467529297,0.10406917655944824,0.023721888122558595,0.4089619210100174,0.013908132927119732,0.4228700535583496,27.02528,86.23,98.97169604614258,0.14178847236633302,0.0008660411834716797,0.6865749513626098,0.013442080745100974,0.7000170315742492,26.16,77.0,96.10237712402343
22,0.13723545806884765,0.00034305473327636717,0.10949966888427734,0.023858712005615235,0.38640560465335844,0.013883672247827054,0.4002892768096924,28.848,87.184,94.6819584777832,0.1434487663269043,0.0003307075500488281,0.6898892539978028,0.013349512389302255,0.7032387681007385,26.848,76.76,92.82504013061524
23,0.14028987495422363,0.0006320272064208985,0.11268526908874511,0.023436777954101564,0.3652750987529755,0.013843174612224103,0.3791182735776901,29.7312,87.99,90.94363958007813,0.1575515880584717,0.0010827579498291016,0.6920891948699951,0.013102294275164603,0.7051914917945862,29.5072,76.92,89.14655868530274
24,0.14997246070861817,0.0006323974609375,0.12194646965026855,0.023835461196899416,0.3473603837394714,0.013618937262296677,0.3609793210935593,32.48448,88.472,87.37748228759766,0.17045669822692872,0.00038965873718261717,0.6958704339027405,0.012951387232542038,0.7088218215942382,32.3904,77.07,86.00308950805665
25,0.15650045608520508,0.0006378404235839844,0.1286023412322998,0.02370431106567383,0.3301509810256958,0.01330123326599598,0.3434522147130966,34.25856,89.262,84.20251132202148,0.18074297294616698,0.0003592742919921875,0.6990467234611512,0.012493470138311386,0.7115401933670044,34.656,77.15,82.9082316040039
26,0.14751489570617676,0.0008737933349609374,0.11877076141357422,0.024354728622436525,0.31553816291332243,0.013377908644676209,0.32891607117891314,31.65952,89.784,81.60579882202148,0.08862729301452636,0.0006140251159667969,0.7144764742851257,0.01514481253027916,0.7296212865829468,15.104,76.68,81.79507778930665
27,0.14922479080200196,0.000612132568359375,0.12049324760437012,0.0245798819732666,0.3000795038461685,0.013587563531696796,0.3136670672750473,32.04032,90.334,79.96019771362305,0.17749350852966309,0.0003647686004638672,0.7112497451782227,0.012579366739094258,0.7238291090011597,33.92,77.28,79.05770492553711
28,0.15476094093322754,0.00033953399658203124,0.12684144943237305,0.024037771072387696,0.27905594489097596,0.012940375651717186,0.29199632071256637,33.88544,91.258,77.68956352661132,0.17114512023925782,0.0008158699035644532,0.7181114688873291,0.012339873707294464,0.7304513426780701,32.3968,77.05,77.06303083496094
29,0.1575451442718506,0.0006155087280273438,0.12960269927978516,0.02377922523498535,0.263053661134243,0.012595435409247875,0.2756490966510773,34.51136,91.924,75.5688509375,0.1823696788787842,0.0005847209930419922,0.7251459336280823,0.011979381178319454,0.7371253139495849,34.8096,77.07,75.17163882446289
30,0.1565821095275879,0.0006215694427490234,0.12828094718933106,0.024156649169921874,0.24775348150730134,0.01232223825275898,0.2600757198190689,34.62784,92.552,73.68137955688476,0.1833425838470459,0.0005784156799316406,0.7308844323158264,0.011704181757569314,0.7425886162757873,35.2544,77.1,73.17498203125
31,0.16043699295043945,0.0008826671600341797,0.1316155644226074,0.024416101226806642,0.2332460698902607,0.012064357132911683,0.2453104269552231,35.52512,93.06,71.87379249267578,0.1843258502960205,0.0005896080017089843,0.7335199196815491,0.011476035372912884,0.7449959563255311,35.472,77.09,71.28962767333985
32,0.16145808891296387,0.0006112486267089844,0.13264700202941895,0.02466845115661621,0.220012677462101,0.01179908096730709,0.23181175818920136,36.05504,93.614,69.96292336547852,0.1867078941345215,0.0006042140960693359,0.7367737804412842,0.011187080489099025,0.7479608618736268,35.968,77.43,69.51796838989257
33,0.16198338066101073,0.0006205538177490235,0.13278191680908202,0.025040631103515624,0.20823887853860856,0.011508819650113583,0.21974769844532013,36.01664,94.09,68.44061328247071,0.18673454666137695,0.0003367046356201172,0.7360718130111694,0.010890205907821655,0.7469620176315308,36.0192,77.59,68.49380779418945
34,0.1621524440765381,0.0006072219085693359,0.13327715835571288,0.024756146545410158,0.1964158577477932,0.011301740309894085,0.207717598028183,36.25728,94.542,67.31918713745117,0.1859581386566162,0.00035593376159667966,0.7379719637870789,0.010821560972929,0.7487935249328613,36.064,77.84,67.03457653198242
35,0.16418274299621582,0.0006183462524414063,0.1344048455810547,0.025644427947998046,0.18641081986904146,0.011129649478793144,0.19754046913385392,36.5184,94.942,66.2630542578125,0.18760895538330077,0.0005880992889404297,0.7381551248550415,0.010576789292693138,0.7487319128990173,36.2336,77.75,66.24338759155273
36,0.1653306462097168,0.00061747314453125,0.1359607015991211,0.025238316040039063,0.17571793638885022,0.010975552387237549,0.18669348835706712,36.74688,95.314,65.36929517944336,0.18650103302001952,0.0005905891418457031,0.7364396533966064,0.010434606963396072,0.7468742606163025,36.256,78.14,65.32710330810546
37,0.16541443771362305,0.0009047191619873047,0.13440384880065917,0.026584662399291994,0.16687235926389693,0.010826938495337963,0.1776992981517315,36.47808,95.672,64.70196220703124,0.18792371292114257,0.00037362823486328126,0.7384189095497131,0.010265959776937962,0.7486848698616028,36.464,78.26,64.7319876159668
38,0.16581993057250977,0.0006186318969726562,0.1357067864227295,0.025941640014648437,0.15924374498963356,0.010685922010242939,0.16992966704130172,36.42432,95.992,64.10580466796875,0.18844312591552734,0.00035790824890136717,0.738166199874878,0.010097587087750435,0.7482637860298157,36.4032,78.38,64.16624653930664
39,0.16630981437683107,0.0003663176727294922,0.13550718536376954,0.026876886825561525,0.15253444916129114,0.010573270598053932,0.16310771966159343,36.54208,96.264,63.63377936096192,0.1904671485900879,0.00037470169067382815,0.7385388021469116,0.010047523637115955,0.7485863260269165,36.5056,78.56,63.71340195922851
40,0.1670068221282959,0.0008914192962646484,0.13615634407043456,0.02640875534057617,0.1464904616421461,0.010479888261854649,0.15697034973978996,36.57024,96.486,63.15977814819336,0.19119053955078125,0.0005952659606933594,0.7381779454231262,0.010000940521061421,0.7481788873672486,36.6688,78.54,63.29056441040039
41,0.16713942962646483,0.0003436322021484375,0.13632388999938966,0.02690964599609375,0.14094678445726633,0.010418261787891387,0.15136504601359368,36.81856,96.678,62.862545083618166,0.19270427207946778,0.0005982738494873047,0.7383864140510559,0.009988281890749932,0.7483746971130371,36.8224,78.49,62.95875440063477
42,0.16576622283935546,0.0006092031097412109,0.13528297576904297,0.026359579696655273,0.13651290177106856,0.010371763789057731,0.14688466573655606,36.59072,96.87,62.643737459716796,0.19031971321105956,0.00036039848327636717,0.7373381883621216,0.009948415526747703,0.747286601448059,36.96,78.54,62.603217984008786
43,0.1654434597015381,0.0006300025939941406,0.13465825645446777,0.026638997802734377,0.1321601929986477,0.01031718819886446,0.14247738111019134,36.56768,96.99,62.362937903442386,0.1900086727142334,0.0008449710845947265,0.7365626008987427,0.00991921581029892,0.7464818159103394,36.8608,78.51,62.39027170715332
44,0.16609397315979005,0.0006080484008789063,0.13572385192871095,0.026242106323242188,0.12868997710227967,0.010274033621847629,0.13896401047587395,36.73664,97.136,62.214615739135745,0.19402196922302245,0.0003360393524169922,0.7349740883827209,0.009892731472849846,0.7448668188095092,36.9888,78.7,62.2006663482666
45,0.16524043960571289,0.0003512664031982422,0.1344783709716797,0.02688310920715332,0.12563669223695995,0.010231462599933147,0.13586815475702285,36.79296,97.272,62.040074754638674,0.1914580623626709,0.00032005882263183593,0.7329897294998169,0.009858291779458522,0.74284802236557,37.0656,78.87,61.993890014648436
46,0.1669500966644287,0.00035676910400390623,0.13625085258483888,0.026791653060913086,0.12281015166759492,0.010199956383109093,0.13301010819971562,36.85184,97.326,61.94240387145996,0.1909427780151367,0.00038513641357421877,0.7317542797088623,0.009855025175213814,0.7416093024253845,37.1008,78.95,61.8822021484375
47,0.16919713752746582,0.0009179586791992188,0.13802874977111818,0.02668116767883301,0.12031177852600813,0.010177766688168048,0.13048954542398453,36.9376,97.418,61.848242529296876,0.193640336227417,0.0003883655548095703,0.7303664299964905,0.009853185632824897,0.7402196146965027,37.1264,78.96,61.81134519348144
48,0.1688237371826172,0.0006260018157958984,0.1371490648651123,0.027469347915649416,0.11818128053188325,0.010162343537211418,0.12834362404286861,36.86976,97.478,61.830976071166994,0.19338327789306642,0.0008629112243652344,0.7305243854522705,0.009851149652898312,0.7403755360603332,37.0752,79.01,61.86721426696777
49,0.1677890422821045,0.0003449190521240234,0.1365865168762207,0.02728971878051758,0.11641043552070857,0.010152843399941922,0.1265632789683342,36.87488,97.544,61.76391087097168,0.19191460762023926,0.0006084171295166015,0.7305441270828247,0.00984965455532074,0.7403937798500061,37.1008,79.03,61.767815979003906
