Epoch,Train/Batch Time,Train/Data Time,Train/Forward Pass Time,Train/Backward Pass Time,Train/Cross Entropy Loss,Train/Skip Loss,Train/Net Loss,Train/NFE,Train/Accuracy,Train/Residual,Test/Batch Time,Test/Data Time,Test/Cross Entropy Loss,Test/Skip Loss,Test/Net Loss,Test/NFE,Test/Accuracy,Test/Residual
1,0.26471893783569334,0.012760116195678711,0.12180840133666992,0.08597596649169922,1.6487512127304078,0.09642869555354118,1.745179906463623,10.0,39.184,76.21569955617905,0.141612504196167,0.0009989192962646485,1.4192098495483398,0.046898361796140674,1.4661082101821898,10.0,48.08,1.658511653137207
2,0.1240460604095459,0.0012083551025390625,0.032042248764038085,0.03886689865112305,1.325605957183838,0.04167593809127808,1.3672818954086303,10.0,52.552,3.8524465587615966,0.04997599601745605,0.001474191665649414,1.2151880672454833,0.038734712815284726,1.2539227754592897,10.0,56.49,3.834584925842285
3,0.07610475288391114,0.0014829476928710937,0.031999397888183595,0.038836844482421876,1.13229353805542,0.03332123539984226,1.1656147719955445,10.0,59.88,3.7884198936462403,0.050282809829711915,0.001251808547973633,1.0795950447082518,0.03030442351102829,1.1098994720458983,10.0,61.26,3.17077179813385
4,0.12306953903198242,0.0008893888092041016,0.07641400077819824,0.04196353652954102,1.0549327226257323,0.025375337646603584,1.0803080583953857,7.0,62.626,167.31422912353514,0.27260941543579104,0.000341766357421875,1.0232495435714721,0.022071522265672685,1.0453210691452026,7.0,63.71,151.58890051269532
5,0.061555447540283206,0.0011663629913330079,0.03962661849975586,0.017017050094604493,0.970991375617981,0.020190459864735603,0.9911818352508545,7.0,65.638,138.67304940185548,0.05385856895446777,0.0005180042266845703,0.9643932418823242,0.01882584992647171,0.9832190892219543,7.0,65.49,128.15033861083984
6,0.05853513717651367,0.00034298744201660154,0.038018866729736325,0.01654586280822754,0.9118583046722412,0.0172741788482666,0.9291324814796448,7.0,67.794,119.51155444091796,0.05283768806457519,0.0005004215240478516,0.9138250911712646,0.016058395367860794,0.929883487033844,7.0,66.97,110.68554916992187
7,0.05873346939086914,0.0003478466033935547,0.038248166580200194,0.016527868423461912,0.8630847520637512,0.015268686195015908,0.878353436832428,7.0,69.482,106.10392307373047,0.052634778213500974,0.0004837566375732422,0.8846901721954346,0.01357340743690729,0.8982635763168335,7.0,68.5,98.6106532836914
8,0.059554931640625,0.0011422738647460938,0.0382583438873291,0.016541098861694335,0.8193111504554749,0.013283923831284046,0.8325950737190246,7.0,71.12,95.38375447143555,0.05292962265014649,0.00072335205078125,0.8501152637481689,0.011971018892526627,0.8620862819671631,7.0,69.78,88.76138482055664
9,0.05899413330078125,0.0006031692504882812,0.03827003730773926,0.016529341583251953,0.7792121080780029,0.011816960635483265,0.791029067955017,7.0,72.736,87.27370361938476,0.05301617889404297,0.0007146255493164063,0.8185234951019287,0.01089313392341137,0.8294166289329529,7.0,71.14,82.62756279296875
10,0.058989011459350586,0.0003287774658203125,0.038331603927612305,0.016728017044067383,0.7456611740875244,0.01106478322416544,0.7567259579277038,7.0,74.058,82.52337190429688,0.05309942512512207,0.0006666156768798828,0.8040579182624817,0.010413638050854206,0.8144715549468994,7.0,71.27,79.97092811279298
11,0.0591614811706543,0.0008705873870849609,0.03799571655273438,0.016699848556518553,0.7131063201522827,0.010527931828796864,0.7236342515850067,7.0,75.262,75.8367060913086,0.05261911582946777,0.0007064785003662109,0.7842885732650757,0.010219145625829696,0.7945077177047729,7.0,72.44,71.65118064575195
12,0.05978424194335937,0.0008395120239257812,0.03783053871154785,0.017531234588623046,0.6829586815452575,0.010578579242825507,0.6935372607231141,7.0,76.318,71.26515665893555,0.05291370048522949,0.0006797008514404297,0.7693682394981384,0.010270304445922375,0.7796385436058044,7.0,72.96,69.0968607421875
13,0.06016832420349121,0.0005852873992919921,0.038218546600341796,0.017769182662963866,0.6556446349620819,0.010821803131103515,0.6664664376831054,7.0,77.364,70.53958788085937,0.05321149978637695,0.0007240798950195312,0.7665394911766052,0.010590025314688683,0.7771295147895813,7.0,72.68,69.93902325439453
14,0.060417417449951175,0.0008620556640625,0.03825476783752441,0.017714538192749023,0.6306788223171235,0.01113003049403429,0.6418088520622254,7.0,78.24,72.5621085546875,0.05254989776611328,0.0007177909851074219,0.7525690154075623,0.010623365016281605,0.7631923793792724,7.0,73.73,71.93760454101563
15,0.06084293395996094,0.0005748008728027344,0.03826478843688965,0.018419500732421875,0.6057666520738602,0.011589927317798138,0.6173565792846679,7.0,79.204,74.71381980957031,0.05306859512329101,0.0006980571746826172,0.7476320411682129,0.011538317202031613,0.759170357131958,7.0,73.78,75.48122774047852
16,0.06093342628479004,0.0006099162292480468,0.03811026313781738,0.01859522621154785,0.5812041502285004,0.012250762632787227,0.5934549132871628,7.0,79.964,77.75853424194337,0.05243710556030273,0.0004963935852050781,0.7398243415832519,0.011996845982968808,0.7518211868286133,7.0,74.16,77.52380924682618
17,0.061645122451782226,0.0008527565765380859,0.03767356101989746,0.01950390800476074,0.5596313574409485,0.012696542937457561,0.5723279003477096,7.0,80.784,80.0267722705078,0.05276376876831055,0.0007355247497558594,0.7308436905860901,0.0127729790776968,0.7436166682243347,7.0,74.41,80.81382549438477
18,0.06153825630187988,0.0003468328857421875,0.03777610450744629,0.019802974166870116,0.5377607754039765,0.013357811292409897,0.5511185871505737,7.0,81.63,83.19622462158203,0.05349073219299316,0.0005417705535888671,0.7298136723518371,0.01350569785386324,0.7433193732261658,7.0,74.59,84.07970206298828
19,0.0616165966796875,0.0003620562744140625,0.03725785675048828,0.02038275848388672,0.516662952747345,0.014079884955883026,0.5307428371238708,7.0,82.332,86.92816911010742,0.052725924682617185,0.0005555431365966796,0.7307392800331116,0.014173411671817304,0.7449126907348633,7.0,75.06,87.65657125854491
20,0.06083315017700195,0.0003602286529541016,0.03644917419433594,0.020446855850219728,0.49602763552665713,0.014699502796828747,0.5107271375608444,7.0,83.066,90.38736650878906,0.05189064750671387,0.00057337646484375,0.7306143061637879,0.014794327259063721,0.7454086327552796,7.0,75.21,91.20770501098633
21,0.061674604339599606,0.0005898931121826172,0.03700272903442383,0.020485561752319335,0.4777829808712006,0.015424369698762893,0.4932073501396179,7.0,83.776,94.37158763671874,0.05207850265502929,0.0004441314697265625,0.7260744042396545,0.015901130267977716,0.7419755335807801,7.0,75.29,95.49371928710937
22,0.06191751663208008,0.0005764225006103516,0.03654274223327637,0.02119170623779297,0.4601496538114548,0.01615248980164528,0.47630214303970336,7.0,84.52,98.37309363037109,0.052499657440185546,0.000491238021850586,0.7228782093048096,0.016284459817409516,0.7391626670837402,7.0,75.51,97.86487976074218
23,0.06274802841186523,0.00032408348083496095,0.03658198829650879,0.022201290130615236,0.4429731022787094,0.016710501250624656,0.45968360384941104,7.0,85.238,101.3507872644043,0.05261631202697754,0.0004734142303466797,0.72270296459198,0.01691113305389881,0.7396140982627869,7.0,75.77,101.66068334350587
24,0.06408948219299317,0.0008753472900390625,0.03693811882019043,0.022612183990478516,0.4247638902568817,0.017503459973931313,0.442267349858284,7.0,85.742,106.0133272241211,0.05514431915283203,0.0004631000518798828,0.7308693321228027,0.017748212784528733,0.7486175428390502,7.0,75.65,105.70308858642578
25,0.0650329768371582,0.00032454620361328123,0.03767237243652344,0.023294488677978516,0.40767121797800066,0.018338012731075288,0.4260092305755615,7.0,86.264,110.8722541796875,0.05435032730102539,0.0008128131866455078,0.7309929788589478,0.018981020152568816,0.7499739981651307,7.0,75.89,111.82553792724609
26,0.06534159637451172,0.0003631103515625,0.037376460800170895,0.02385036178588867,0.39080582449436185,0.01925976878285408,0.41006559278965,7.0,86.938,115.80710375,0.054046598815917966,0.0005351104736328125,0.7421729700088501,0.0198313412040472,0.7620043118476868,7.0,75.33,116.33449218139648
27,0.06546536849975586,0.00035408538818359374,0.03746531845092774,0.023884083938598633,0.37590853544473646,0.020370599179267885,0.3962791346383095,7.0,87.514,121.49038661254883,0.05438682861328125,0.0007859054565429687,0.7465138711929321,0.020948937290906907,0.7674628088951111,7.0,75.45,122.09303117675782
28,0.06577376686096191,0.0003375574493408203,0.0374238542175293,0.024258262939453126,0.35844990857362746,0.021385099029541017,0.3798350077366829,7.00384,88.2,126.83813900268555,0.053715913391113285,0.0005331813812255859,0.7480720136642456,0.02192386217713356,0.7699958758354187,7.0,75.47,126.99443106079102
29,0.06949568794250488,0.0006427735137939453,0.04002176132202148,0.02506486701965332,0.34365182787895204,0.02220076801598072,0.36585259600162506,7.9664,88.696,130.61218459228516,0.06041196212768555,0.0005199050903320312,0.7529672233581542,0.0227629558801651,0.7757301776885986,8.2032,75.41,130.92366857910156
30,0.07929587440490722,0.00031974563598632813,0.05017247161865234,0.02507147102355957,0.32872895969867705,0.022464740126729013,0.3511936997461319,11.04128,89.294,130.80826630859374,0.06916546936035156,0.0006620967864990234,0.756404919719696,0.02273081874549389,0.7791357369422912,10.16,75.65,130.14607603759765
